episode,total_reward,collision,success,rolling_reward,rolling_collision
119,6500.0,0,0,2728.1,0.2
120,778.0,1,0,2777.1,0.2
121,200.0,0,0,2598.8,0.2
122,7200.0,0,0,2969.0,0.15
123,3878.0,0,1,2912.9,0.15
124,1238.0,0,1,2754.8,0.15
125,-200.0,0,0,2429.8,0.15
126,9500.0,0,0,2679.8,0.15
127,-200.0,0,0,2289.8,0.15
128,8400.0,0,0,2666.5,0.15
129,2310.0,0,1,2797.6,0.1
130,-6.0,1,0,2807.3,0.15
131,6900.0,0,0,2867.3,0.15
132,-200.0,0,0,2842.3,0.15
133,-200.0,0,0,2777.3,0.15
134,5700.0,0,0,3072.7,0.1
135,900.0,0,0,3098.3,0.1
136,9200.0,0,0,3413.3,0.1
137,8800.0,0,0,3809.9,0.1
138,100.0,0,0,3539.9,0.1
139,-200.0,0,0,3204.9,0.1
140,1224.0,0,1,3227.2,0.05
141,-200.0,0,0,3207.2,0.05
142,284.0,0,1,2861.4,0.05
143,9500.0,0,0,3142.5,0.05
144,8600.0,0,0,3510.6,0.05
145,7900.0,0,0,3915.6,0.05
146,-100.0,0,0,3435.6,0.05
147,-200.0,0,0,3435.6,0.05
148,3700.0,0,0,3200.6,0.05
149,9400.0,0,0,3555.1,0.05
150,198.0,0,1,3565.3,0.0
151,1900.0,0,0,3315.3,0.0
152,4600.0,0,0,3555.3,0.0
153,-200.0,0,0,3555.3,0.0
154,-200.0,0,0,3260.3,0.0
155,-200.0,0,0,3205.3,0.0
156,542.0,1,0,2772.4,0.05
157,1776.0,0,1,2421.2,0.05
158,1224.0,0,1,2477.4,0.05
159,-206.0,1,0,2477.1,0.1
160,5478.0,0,1,2689.8,0.1
161,-200.0,0,0,2689.8,0.1
162,3900.0,0,0,2870.6,0.1
163,1900.0,0,0,2490.6,0.1
164,5020.0,0,1,2311.6,0.1
165,6600.0,0,0,2246.6,0.1
166,-342.0,1,0,2234.5,0.15
167,9700.0,0,0,2729.5,0.15
168,9000.0,0,0,2994.5,0.15
169,2700.0,0,0,2659.5,0.15
170,8100.0,0,0,3054.6,0.15
171,-222.0,1,0,2948.5,0.2
172,7600.0,0,0,3098.5,0.2
173,9300.0,0,0,3573.5,0.2
174,4994.0,0,1,3833.2,0.2
175,8300.0,0,0,4258.2,0.2
176,1470.0,0,1,4304.6,0.15
177,2000.0,0,0,4315.8,0.15
178,9400.0,0,0,4724.6,0.15
179,6764.0,0,1,5073.1,0.1
180,-200.0,0,0,4789.2,0.1
181,-200.0,0,0,4789.2,0.1
182,-378.0,1,0,4575.3,0.15
183,-200.0,0,0,4470.3,0.15
184,2400.0,0,0,4339.3,0.15
185,2400.0,0,0,4129.3,0.15
186,-200.0,0,0,4136.4,0.1
187,9200.0,0,0,4111.4,0.1
188,6900.0,0,0,4006.4,0.1
189,-200.0,0,0,3861.4,0.1
190,3500.0,0,0,3631.4,0.1
191,9500.0,0,0,4117.5,0.05
192,4800.0,0,0,3977.5,0.05
193,-204.0,1,0,3502.3,0.1
194,390.0,0,1,3272.1,0.1
195,484.0,0,1,2881.3,0.1
196,-236.0,1,0,2796.0,0.15
197,9000.0,0,0,3146.0,0.15
198,5168.0,0,1,2934.4,0.15
199,8500.0,0,0,3021.2,0.15
200,5700.0,0,0,3316.2,0.15
201,2938.0,0,1,3473.1,0.15
202,-364.0,1,0,3473.8,0.15
203,9200.0,0,0,3943.8,0.15
204,-200.0,0,0,3813.8,0.15
205,6200.0,0,0,4003.8,0.15
206,284.0,0,1,4028.0,0.15
207,1254.0,0,1,3630.7,0.15
208,1080.0,0,1,3339.7,0.15
209,6900.0,0,0,3694.7,0.15
210,8700.0,0,0,3954.7,0.15
211,9200.0,0,0,3939.7,0.15
212,1600.0,0,0,3779.7,0.15
213,6900.0,0,0,4134.9,0.1
214,9200.0,0,0,4575.4,0.1
215,7600.0,0,0,4931.2,0.1
216,7226.0,0,1,5304.3,0.05
217,472.0,0,1,4877.9,0.05
218,578.0,0,1,4648.4,0.05
219,394.0,0,1,4243.1,0.05
220,8600.0,0,0,4388.1,0.05
221,5400.0,0,0,4511.2,0.05
222,-200.0,0,0,4519.4,0.0
223,9400.0,0,0,4529.4,0.0
224,1200.0,0,0,4599.4,0.0
225,-200.0,0,0,4279.4,0.0
226,9400.0,0,0,4735.2,0.0
227,3024.0,0,1,4823.7,0.0
228,-200.0,0,0,4759.7,0.0
229,6400.0,0,0,4734.7,0.0
230,-200.0,0,0,4289.7,0.0
231,-316.0,1,0,3813.9,0.05
232,482.0,0,1,3758.0,0.05
233,-200.0,0,0,3403.0,0.05
234,-200.0,0,0,2933.0,0.05
235,8222.0,0,1,2964.1,0.05
236,-200.0,0,0,2592.8,0.05
237,7642.0,0,1,2951.3,0.05
238,2830.0,0,1,3063.9,0.05
239,6600.0,0,0,3374.2,0.05
240,-200.0,0,0,2934.2,0.05
241,5876.0,0,1,2958.0,0.05
242,9500.0,0,0,3443.0,0.05
243,5772.0,0,1,3261.6,0.05
244,7000.0,0,0,3551.6,0.05
245,4000.0,0,0,3761.6,0.05
246,4002.0,0,1,3491.7,0.05
247,4474.0,0,1,3564.2,0.05
248,8600.0,0,0,4004.2,0.05
249,84.0,1,0,3688.4,0.1
250,1756.0,0,1,3786.2,0.1
251,-200.0,0,0,3792.0,0.05
252,970.0,0,1,3816.4,0.05
253,9800.0,0,0,4316.4,0.05
254,2510.0,0,1,4451.9,0.05
255,-200.0,0,0,4030.8,0.05
256,9400.0,0,0,4510.8,0.05
257,390.0,0,1,4148.2,0.05
258,-200.0,0,0,3996.7,0.05
259,9600.0,0,0,4146.7,0.05
260,4446.0,0,1,4379.0,0.05
261,-200.0,0,0,4075.2,0.05
262,-200.0,0,0,3590.2,0.05
263,2600.0,0,0,3431.6,0.05
264,-200.0,0,0,3071.6,0.05
265,9400.0,0,0,3341.6,0.05
266,8300.0,0,0,3556.5,0.05
267,9400.0,0,0,3802.8,0.05
268,5278.0,0,1,3636.7,0.05
269,176.0,0,1,3641.3,0.0
270,1660.0,0,1,3636.5,0.0
271,-200.0,0,0,3636.5,0.0
272,2646.0,0,1,3720.3,0.0
273,2100.0,0,0,3335.3,0.0
274,-200.0,0,0,3199.8,0.0
275,-200.0,0,0,3199.8,0.0
276,4400.0,0,0,2949.8,0.0
277,7300.0,0,0,3295.3,0.0
278,-200.0,0,0,3295.3,0.0
279,8300.0,0,0,3230.3,0.0
280,9000.0,0,0,3458.0,0.0
281,-202.0,1,0,3457.9,0.05
282,-200.0,0,0,3457.9,0.05
283,3300.0,0,0,3492.9,0.05
284,8600.0,0,0,3932.9,0.05
285,5900.0,0,0,3757.9,0.05
286,9500.0,0,0,3817.9,0.05
287,9300.0,0,0,3812.9,0.05
288,3200.0,0,0,3709.0,0.05
289,488.0,0,1,3724.6,0.05
290,9100.0,0,0,4096.6,0.05
291,2200.0,0,0,4216.6,0.05
292,9400.0,0,0,4554.3,0.05
293,2500.0,0,0,4574.3,0.05
294,-228.0,1,0,4572.9,0.1
295,-200.0,0,0,4572.9,0.1
296,-200.0,0,0,4342.9,0.1
297,388.0,0,1,3997.3,0.1
298,4300.0,0,0,4222.3,0.1
299,-200.0,0,0,3797.3,0.1
