episode,total_reward,collision,success,rolling_reward,rolling_collision
198,-262.0,1,0,2689.9,0.15
199,886.0,0,1,2636.6,0.15
200,3200.0,0,0,2806.6,0.15
201,9400.0,0,0,3046.6,0.15
202,9100.0,0,0,3511.6,0.15
203,2748.0,0,1,3596.2,0.1
204,196.0,0,1,3616.0,0.1
205,292.0,0,1,3640.6,0.1
206,9300.0,0,0,4115.6,0.1
207,-200.0,0,0,4115.6,0.1
208,9600.0,0,0,4145.6,0.1
209,-200.0,0,0,4145.6,0.1
210,-272.0,1,0,3662.0,0.15
211,-200.0,0,0,3207.0,0.15
212,-314.0,1,0,3066.3,0.2
213,6200.0,0,0,3388.7,0.15
214,9100.0,0,0,3853.7,0.15
215,-200.0,0,0,3378.7,0.15
216,5400.0,0,0,3658.7,0.15
217,8600.0,0,0,3618.7,0.15
218,-202.0,1,0,3621.7,0.15
219,9400.0,0,0,4047.4,0.15
220,9100.0,0,0,4342.4,0.15
221,7800.0,0,0,4262.4,0.15
222,2574.0,0,1,3936.1,0.15
223,-200.0,0,0,3788.7,0.15
224,1902.0,0,1,3874.0,0.15
225,9600.0,0,0,4339.4,0.15
226,-208.0,1,0,3864.0,0.2
227,-204.0,1,0,3863.8,0.25
228,9000.0,0,0,3833.8,0.25
229,5000.0,0,0,4093.8,0.25
230,-200.0,0,0,4097.4,0.2
231,4800.0,0,0,4347.4,0.2
232,200.0,0,0,4373.1,0.15
233,4856.0,1,0,4305.9,0.2
234,900.0,0,0,3895.9,0.2
235,4700.0,0,0,4140.9,0.2
236,8100.0,0,0,4275.9,0.2
237,9212.0,0,1,4306.5,0.2
238,8400.0,0,0,4736.6,0.15
239,7100.0,0,0,4621.6,0.15
240,-200.0,0,0,4156.6,0.15
241,9200.0,0,0,4226.6,0.15
242,-200.0,0,0,4087.9,0.15
243,8700.0,0,0,4532.9,0.15
244,382.0,0,1,4456.9,0.15
245,-200.0,0,0,3966.9,0.15
246,9600.0,0,0,4457.3,0.1
247,8800.0,0,0,4907.5,0.05
248,-200.0,0,0,4447.5,0.05
249,952.0,0,1,4245.1,0.05
250,-246.0,1,0,4242.8,0.1
251,292.0,0,1,4017.4,0.1
252,3100.0,0,0,4162.4,0.1
253,5300.0,0,0,4184.6,0.05
254,6500.0,0,0,4464.6,0.05
255,8900.0,0,0,4674.6,0.05
256,-200.0,0,0,4259.6,0.05
257,-200.0,0,0,3789.0,0.05
258,9700.0,0,0,3854.0,0.05
259,5100.0,0,0,3754.0,0.05
260,1760.0,0,1,3852.0,0.05
261,282.0,0,1,3406.1,0.05
262,2600.0,0,0,3546.1,0.05
263,-200.0,0,0,3101.1,0.05
264,8800.0,0,0,3522.0,0.05
265,500.0,0,0,3557.0,0.05
266,-224.0,1,0,3065.8,0.1
267,9200.0,0,0,3085.8,0.1
268,4100.0,0,0,3300.8,0.1
269,5176.0,0,1,3512.0,0.1
270,7300.0,0,0,3889.3,0.05
271,2500.0,0,0,3999.7,0.05
272,-202.0,1,0,3834.6,0.1
273,7200.0,0,0,3929.6,0.1
274,2900.0,0,0,3749.6,0.1
275,-200.0,0,0,3294.6,0.1
276,5600.0,0,0,3584.6,0.1
277,492.0,0,1,3619.2,0.1
278,1400.0,0,0,3204.2,0.1
279,9300.0,0,0,3414.2,0.1
280,9000.0,0,0,3776.2,0.1
281,-200.0,0,0,3752.1,0.1
282,-200.0,0,0,3612.1,0.1
283,6600.0,0,0,3952.1,0.1
284,-202.0,1,0,3502.0,0.15
285,8000.0,0,0,3877.0,0.15
286,1100.0,0,0,3943.2,0.1
287,9100.0,0,0,3938.2,0.1
288,2856.0,0,1,3876.0,0.1
289,-200.0,0,0,3607.2,0.1
290,-200.0,0,0,3232.2,0.1
291,194.0,0,1,3116.9,0.1
292,2500.0,0,1,3252.0,0.05
293,5900.0,0,0,3187.0,0.05
294,-200.0,0,0,3032.0,0.05
295,-200.0,0,0,3032.0,0.05
296,-200.0,0,0,2742.0,0.05
297,-200.0,0,0,2707.4,0.05
298,8708.0,1,0,3072.8,0.1
299,9200.0,0,0,3067.8,0.1
