episode,total_reward,collision,success,rolling_reward,rolling_collision
200,4200.0,0,0,3507.6,0.1
201,1602.0,1,0,3539.7,0.15
202,-210.0,1,0,3514.6,0.2
203,8700.0,0,0,3504.6,0.2
204,4400.0,0,0,3284.6,0.2
205,1128.0,0,1,3321.9,0.2
206,-208.0,1,0,3096.5,0.25
207,4600.0,0,0,3307.7,0.25
208,9100.0,0,0,3733.9,0.25
209,8900.0,0,0,3758.9,0.25
210,-202.0,1,0,3338.8,0.3
211,4600.0,0,0,3506.6,0.25
212,8300.0,0,0,3902.9,0.25
213,80.0,1,0,3877.8,0.3
214,576.0,0,1,3686.6,0.3
215,1400.0,0,0,3742.3,0.3
216,4400.0,0,0,3522.3,0.3
217,8100.0,0,0,3912.7,0.3
218,4600.0,0,0,4153.3,0.25
219,186.0,0,1,3712.6,0.25
220,4200.0,0,0,3712.6,0.25
221,9300.0,0,0,4097.5,0.2
222,288.0,0,1,4122.4,0.15
223,1150.0,0,1,3744.9,0.15
224,284.0,0,1,3539.1,0.15
225,2962.0,1,0,3630.8,0.2
226,182.0,0,1,3650.3,0.15
227,478.0,0,1,3444.2,0.15
228,9300.0,0,0,3454.2,0.15
229,-206.0,1,0,2998.9,0.2
230,-10.0,1,0,3008.5,0.2
231,178.0,0,1,2787.4,0.2
232,378.0,0,1,2391.3,0.2
233,8900.0,0,0,2832.3,0.15
234,3204.0,0,1,2963.7,0.15
235,386.0,0,1,2913.0,0.15
236,476.0,0,1,2716.8,0.15
237,8400.0,0,0,2731.8,0.15
238,9000.0,0,0,2951.8,0.15
239,-202.0,1,0,2932.4,0.2
240,9200.0,0,0,3182.4,0.2
241,9600.0,0,0,3197.4,0.2
242,288.0,0,1,3197.4,0.2
243,192.0,0,1,3149.5,0.2
244,4400.0,0,0,3355.3,0.2
245,668.0,0,1,3240.6,0.15
246,480.0,0,1,3255.5,0.15
247,480.0,0,1,3255.6,0.15
248,282.0,0,1,2804.7,0.15
249,1234.0,0,1,2876.7,0.1
250,9300.0,0,0,3342.2,0.05
251,182.0,0,1,3342.4,0.05
252,-206.0,1,0,3313.2,0.1
253,4500.0,0,0,3093.2,0.1
254,9100.0,0,0,3388.0,0.1
255,-206.0,1,0,3358.4,0.15
256,4100.0,0,0,3539.6,0.15
257,278.0,0,1,3133.5,0.15
258,8900.0,0,0,3128.5,0.15
259,9000.0,0,0,3588.6,0.1
260,3300.0,0,0,3293.6,0.1
261,678.0,0,1,2847.5,0.1
262,474.0,0,1,2856.8,0.1
263,-200.0,0,0,2837.2,0.1
264,-210.0,1,0,2606.7,0.15
265,5800.0,0,0,2863.3,0.15
266,1310.0,1,0,2904.8,0.2
267,666.0,0,1,2914.1,0.2
268,9000.0,0,0,3350.0,0.2
269,482.0,0,1,3312.4,0.2
270,8000.0,0,0,3247.4,0.2
271,9200.0,0,0,3698.3,0.2
272,380.0,0,1,3727.6,0.15
273,7600.0,0,0,3882.6,0.15
274,9200.0,0,0,3887.6,0.15
275,288.0,0,1,3912.3,0.1
276,8900.0,0,0,4152.3,0.1
277,658.0,0,1,4171.3,0.1
278,186.0,0,1,3735.6,0.1
279,9100.0,0,0,3740.6,0.1
280,8800.0,0,0,4015.6,0.1
281,4200.0,0,0,4191.7,0.1
282,4600.0,0,0,4398.0,0.1
283,482.0,0,1,4432.1,0.1
284,8800.0,0,0,4882.6,0.05
285,4100.0,0,0,4797.6,0.05
286,754.0,0,1,4769.8,0.0
287,4400.0,0,0,4956.5,0.0
288,-200.0,0,0,4496.5,0.0
289,672.0,0,1,4506.0,0.0
290,8600.0,0,0,4536.0,0.0
291,-208.0,1,0,4065.6,0.05
292,280.0,0,1,4060.6,0.05
293,-200.0,0,0,3670.6,0.05
294,6500.0,0,0,3535.6,0.05
295,280.0,0,1,3535.2,0.05
296,7100.0,0,0,3445.2,0.05
297,678.0,0,1,3446.2,0.05
298,670.0,0,1,3470.4,0.05
299,9000.0,0,0,3465.4,0.05
