episode,total_reward,collision,success,rolling_reward,rolling_collision
199,8700.0,0,0,4369.0,0.05
200,580.0,0,1,4408.3,0.0
201,1100.0,0,0,4253.3,0.0
202,-200.0,0,0,3788.3,0.0
203,4600.0,0,0,4028.3,0.0
204,-204.0,1,0,3993.9,0.05
205,4500.0,0,0,3998.9,0.05
206,4800.0,0,0,4210.0,0.05
207,578.0,0,1,4098.9,0.05
208,382.0,0,1,4084.2,0.05
209,4500.0,0,0,3944.2,0.05
210,9100.0,0,0,4039.2,0.05
211,9100.0,0,0,4054.2,0.05
212,-204.0,1,0,4030.2,0.1
213,4300.0,0,0,3805.2,0.1
214,4224.0,0,1,3992.7,0.1
215,4300.0,0,0,3767.7,0.1
216,4400.0,0,0,3682.7,0.1
217,8400.0,0,0,3657.7,0.1
218,9000.0,0,0,4097.8,0.1
219,2700.0,0,0,3797.8,0.1
220,4700.0,0,0,4003.8,0.1
221,4500.0,0,0,4173.8,0.1
222,-202.0,1,0,4173.7,0.15
223,4200.0,0,0,4153.7,0.15
224,-200.0,0,0,4153.9,0.1
225,7900.0,0,0,4323.9,0.1
226,8800.0,0,0,4523.9,0.1
227,1000.0,0,0,4545.0,0.1
228,3900.0,0,0,4720.9,0.1
229,8800.0,0,0,4935.9,0.1
230,5600.0,0,0,4760.9,0.1
231,288.0,0,1,4320.3,0.1
232,1600.0,0,0,4410.5,0.05
233,3800.0,0,0,4385.5,0.05
234,4600.0,0,0,4404.3,0.05
235,9400.0,0,0,4659.3,0.05
236,382.0,0,1,4458.4,0.05
237,4200.0,0,0,4248.4,0.05
238,178.0,0,1,3807.3,0.05
239,196.0,0,1,3682.1,0.05
240,4500.0,0,0,3672.1,0.05
241,386.0,0,1,3466.4,0.05
242,288.0,0,1,3490.9,0.0
243,482.0,0,1,3305.0,0.0
244,4400.0,0,0,3535.0,0.0
245,7300.0,0,0,3505.0,0.0
246,-200.0,0,0,3055.0,0.0
247,-210.0,1,0,2994.5,0.05
248,4600.0,0,0,3029.5,0.05
249,3800.0,0,0,2779.5,0.05
250,8800.0,0,0,2939.5,0.05
251,90.0,1,0,2929.6,0.1
252,4400.0,0,0,3069.6,0.1
253,-200.0,0,0,2869.6,0.1
254,482.0,0,1,2663.7,0.1
255,4300.0,0,0,2408.7,0.1
256,-204.0,1,0,2379.4,0.15
257,-210.0,1,0,2158.9,0.2
258,186.0,1,0,2159.3,0.25
259,2100.0,0,0,2254.5,0.25
260,-214.0,1,0,2018.8,0.3
261,-208.0,1,0,1989.1,0.35
262,380.0,0,1,1993.7,0.35
263,5300.0,0,0,2234.6,0.35
264,3900.0,0,0,2209.6,0.35
265,4800.0,0,0,2084.6,0.35
266,80.0,1,0,2098.6,0.4
267,4500.0,0,0,2334.1,0.35
268,4400.0,0,0,2324.1,0.35
269,666.0,0,1,2167.4,0.35
270,3700.0,0,0,1912.4,0.35
271,2700.0,0,0,2042.9,0.3
272,578.0,0,1,1851.8,0.3
273,-200.0,0,0,1851.8,0.3
274,4200.0,0,0,2037.7,0.3
275,100.0,0,0,1827.7,0.3
276,4700.0,0,0,2072.9,0.25
277,550.0,1,0,2110.9,0.25
278,8800.0,0,0,2541.6,0.2
279,4500.0,0,0,2661.6,0.2
280,-200.0,0,0,2662.3,0.15
281,284.0,0,1,2686.9,0.1
282,4500.0,0,0,2892.9,0.1
283,478.0,0,1,2651.8,0.1
284,2874.0,0,1,2600.5,0.1
285,4700.0,0,0,2595.5,0.1
286,4500.0,0,0,2816.5,0.05
287,7100.0,0,0,2946.5,0.05
288,4300.0,0,0,2941.5,0.05
289,4600.0,0,0,3138.2,0.05
290,-202.0,1,0,2943.1,0.1
291,8900.0,0,0,3253.1,0.1
292,572.0,0,1,3252.8,0.1
293,4400.0,0,0,3482.8,0.1
294,7000.0,0,0,3622.8,0.1
295,500.0,0,1,3642.8,0.1
296,480.0,0,1,3431.8,0.1
297,3800.0,0,0,3594.3,0.05
298,676.0,0,1,3188.1,0.05
299,4700.0,0,0,3198.1,0.05
